community	medium	receiver	donor	compound	scs	mus	mps	smetana	sample
all	minimal	Pseudomonas_putida_PA14H7_	Sphingomonas_melonis_TY_	M_acald_e	1.0	0.07	1	0.07	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Pseudomonas_putida_PA14H7_	Sphingomonas_melonis_TY_	M_alaala_e	1.0	0.01	1	0.01	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Pseudomonas_putida_PA14H7_	Sphingomonas_melonis_TY_	M_arg__L_e	1.0	0.26	1	0.26	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Pseudomonas_putida_PA14H7_	Sphingomonas_melonis_TY_	M_etoh_e	1.0	0.04	1	0.04	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Pseudomonas_putida_PA14H7_	Sphingomonas_melonis_TY_	M_fe2_e	1.0	0.23	1	0.23	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Pseudomonas_putida_PA14H7_	Sphingomonas_melonis_TY_	M_fe3_e	1.0	0.5	1	0.5	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Pseudomonas_putida_PA14H7_	Sphingomonas_melonis_TY_	M_fe3pyovd_kt_e	1.0	0.3	1	0.3	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Pseudomonas_putida_PA14H7_	Sphingomonas_melonis_TY_	M_h2o_e	1.0	0.02	1	0.02	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Pseudomonas_putida_PA14H7_	Sphingomonas_melonis_TY_	M_h2s_e	1.0	0.02	1	0.02	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Pseudomonas_putida_PA14H7_	Sphingomonas_melonis_TY_	M_h_e	1.0	0.03	1	0.03	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Pseudomonas_putida_PA14H7_	Sphingomonas_melonis_TY_	M_indole_e	1.0	0.01	1	0.01	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Pseudomonas_putida_PA14H7_	Sphingomonas_melonis_TY_	M_lac__L_e	1.0	0.01	1	0.01	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Pseudomonas_putida_PA14H7_	Sphingomonas_melonis_TY_	M_lys__L_e	1.0	0.05	1	0.05	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Pseudomonas_putida_PA14H7_	Sphingomonas_melonis_TY_	M_orn_e	1.0	0.07	1	0.07	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Sphingomonas_melonis_TY_	Pseudomonas_putida_PA14H7_	M_acald_e	1.0	0.03	1	0.03	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Sphingomonas_melonis_TY_	Pseudomonas_putida_PA14H7_	M_actn__R_e	1.0	0.02	1	0.02	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Sphingomonas_melonis_TY_	Pseudomonas_putida_PA14H7_	M_alaala_e	1.0	0.18	1	0.18	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Sphingomonas_melonis_TY_	Pseudomonas_putida_PA14H7_	M_arg__L_e	1.0	0.28	1	0.28	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Sphingomonas_melonis_TY_	Pseudomonas_putida_PA14H7_	M_etoh_e	1.0	0.04	1	0.04	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Sphingomonas_melonis_TY_	Pseudomonas_putida_PA14H7_	M_fe3pyovd_kt_e	1.0	0.04	1	0.04	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Sphingomonas_melonis_TY_	Pseudomonas_putida_PA14H7_	M_glc__D_e	1.0	0.03	1	0.03	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Sphingomonas_melonis_TY_	Pseudomonas_putida_PA14H7_	M_glyc_e	1.0	0.03	1	0.03	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Sphingomonas_melonis_TY_	Pseudomonas_putida_PA14H7_	M_gua_e	1.0	0.27	1	0.27	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Sphingomonas_melonis_TY_	Pseudomonas_putida_PA14H7_	M_h2s_e	1.0	0.01	1	0.01	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Sphingomonas_melonis_TY_	Pseudomonas_putida_PA14H7_	M_h_e	1.0	0.04	1	0.04	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Sphingomonas_melonis_TY_	Pseudomonas_putida_PA14H7_	M_indole_e	1.0	0.01	1	0.01	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Sphingomonas_melonis_TY_	Pseudomonas_putida_PA14H7_	M_lac__L_e	1.0	0.03	1	0.03	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Sphingomonas_melonis_TY_	Pseudomonas_putida_PA14H7_	M_nh4_e	1.0	0.25	1	0.25	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Sphingomonas_melonis_TY_	Pseudomonas_putida_PA14H7_	M_orn_e	1.0	0.05	1	0.05	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
all	minimal	Sphingomonas_melonis_TY_	Pseudomonas_putida_PA14H7_	M_pi_e	1.0	1.0	1	1.0	2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences
